cod;nome;período;homicidios-mulheres;homicidios-de-jovens-mulheres;homicidios-de-jovens;homicidios-nao-negros;homicidios-homens-negros;homicidios-de-mulheres-por-armas-de-fogo;homicidios-de-homens-por-armas-de-fogo;homicidios-de-jovens-homens;homicidios-homens;homicidios-mulheres-negras;homicidios-homens-nao-negros;homicidios-por-armas-de-fogo;homicidio-de-jovens-por-armas-de-fogo;homicidios;homicidios-mulheres-nao-negras;homicidios-negros
53;DF;2020;35.0;12;219.0;122.0;306.0;16.0;1379.0;207;418.0;20.0;107.0;248;144.0;453.0;15.0;326.0
43;RS;2020;214.0;73;932.0;1541.0;474.0;122.0;341.0;859;1876.0;49.0;1377.0;1545;768.0;2094.0;162.0;523.0
42;SC;2020;86.0;31;316.0;539.0;168.0;31.0;182.0;285;646.0;18.0;472.0;372;190.0;732.0;67.0;186.0
41;PR;2020;197.0;77;1062.0;1517.0;692.0;93.0;1603.0;985;2083.0;52.0;1372.0;1411;706.0;2281.0;145.0;744.0
35;SP;2020;397.0;127;1258.0;1701.0;1505.0;108.0;544.0;1131;2998.0;146.0;1453.0;1785;822.0;3396.0;248.0;1651.0
33;RJ;2020;285.0;104;2554.0;1145.0;3387.0;123.0;1677.0;2449;4483.0;196.0;1056.0;2740;1553.0;4831.0;85.0;3606.0
32;ES;2020;101.0;50;668.0;139.0;865.0;58.0;411.0;618;1122.0;78.0;122.0;930;578.0;1229.0;16.0;943.0
31;MG;2020;270.0;86;1287.0;762.0;1789.0;99.0;827.0;1201;2473.0;166.0;660.0;1702;980.0;2743.0;102.0;1955.0
29;BA;2020;444.0;218;4250.0;403.0;6124.0;279.0;210.0;4032;6627.0;387.0;360.0;5088;3200.0;7076.0;43.0;6511.0
28;SE;2020;43.0;18;562.0;50.0;891.0;26.0;1337.0;544;938.0;37.0;44.0;821;511.0;981.0;6.0;928.0
27;AL;2020;89.0;39;760.0;10.0;1165.0;42.0;743.0;721;1203.0;88.0;10.0;869;546.0;1292.0;0.0;1253.0
26;PE;2020;223.0;101;2059.0;537.0;3040.0;134.0;869.0;1957;3558.0;181.0;497.0;3079;1795.0;3786.0;40.0;3221.0
25;PB;2020;94.0;40;527.0;83.0;929.0;56.0;4808.0;487;1047.0;75.0;67.0;919;457.0;1141.0;16.0;1004.0
24;RN;2020;81.0;39;797.0;123.0;1169.0;65.0;1318.0;758;1324.0;66.0;110.0;1222;724.0;1406.0;13.0;1236.0
23;CE;2020;319.0;155;2344.0;222.0;3457.0;253.0;262.0;2189;3672.0;295.0;201.0;3443;2123.0;3992.0;21.0;3752.0
22;PI;2020;54.0;21;333.0;76.0;521.0;23.0;2606.0;312;615.0;41.0;66.0;437;254.0;674.0;10.0;562.0
21;MA;2020;140.0;53;1013.0;217.0;1736.0;67.0;1157.0;960;1961.0;123.0;201.0;1447;786.0;2103.0;16.0;1860.0
17;TO;2020;35.0;15;246.0;76.0;370.0;16.0;232.0;231;448.0;29.0;70.0;278;164.0;484.0;6.0;399.0
16;AP;2020;22.0;10;244.0;18.0;345.0;12.0;95.0;234;365.0;21.0;17.0;222;147.0;387.0;1.0;366.0
15;PA;2020;193.0;84;1454.0;199.0;2381.0;99.0;795.0;1369;2605.0;166.0;176.0;1886;1101.0;2809.0;23.0;2547.0
14;RR;2020;35.0;10;102.0;68.0;150.0;7.0;1420.0;92;199.0;15.0;48.0;102;56.0;237.0;18.0;166.0
13;AM;2020;85.0;45;725.0;143.0;1093.0;39.0;1782.0;680;1241.0;66.0;125.0;782;485.0;1326.0;18.0;1159.0
11;RO;2020;54.0;15;141.0;101.0;311.0;17.0;239.0;126;402.0;39.0;89.0;256;94.0;456.0;12.0;350.0
11;RO;2021;54.0;16;206.0;135.0;359.0;27.0;320.0;190;482.0;36.0;117.0;347;154.0;536.0;18.0;395.0
50;MS;2021;66.0;15;208.0;160.0;346.0;35.0;2646.0;193;484.0;42.0;135.0;273;124.0;551.0;24.0;388.0
43;RS;2021;230.0;68;771.0;1406.0;411.0;118.0;342.0;703;1656.0;45.0;1223.0;1379;639.0;1889.0;182.0;456.0
42;SC;2021;92.0;25;290.0;530.0;161.0;33.0;238.0;265;620.0;11.0;451.0;375;180.0;712.0;79.0;172.0
41;PR;2021;197.0;83;1131.0;1408.0;848.0;82.0;1508.0;1048;2149.0;73.0;1286.0;1373;730.0;2348.0;122.0;921.0
35;SP;2021;342.0;86;1093.0;1537.0;1373.0;92.0;498.0;1007;2742.0;131.0;1328.0;1648;741.0;3094.0;209.0;1505.0
33;RJ;2021;284.0;95;2622.0;1144.0;3312.0;112.0;1556.0;2527;4381.0;179.0;1038.0;2999;1726.0;4693.0;105.0;3500.0
32;ES;2021;125.0;30;567.0;151.0;874.0;62.0;519.0;536;1127.0;88.0;126.0;892;496.0;1253.0;25.0;963.0
31;MG;2021;249.0;74;1125.0;699.0;1688.0;86.0;707.0;1051;2327.0;159.0;611.0;1594;858.0;2577.0;88.0;1847.0
29;BA;2021;463.0;203;4284.0;402.0;6302.0;292.0;303.0;4081;6740.0;401.0;351.0;5294;3267.0;7206.0;51.0;6703.0
28;SE;2021;37.0;14;435.0;47.0;707.0;21.0;960.0;420;751.0;34.0;44.0;662;394.0;790.0;3.0;742.0
27;AL;2021;65.0;24;628.0;12.0;979.0;29.0;1198.0;604;1005.0;65.0;12.0;736;474.0;1070.0;0.0;1044.0
26;PE;2021;245.0;107;1752.0;561.0;2641.0;153.0;829.0;1644;3191.0;195.0;515.0;2801;1539.0;3439.0;45.0;2836.0
25;PB;2021;83.0;32;554.0;91.0;927.0;43.0;5001.0;522;1061.0;63.0;76.0;930;491.0;1144.0;15.0;990.0
24;RN;2021;70.0;28;600.0;106.0;996.0;48.0;1290.0;572;1109.0;59.0;96.0;1023;545.0;1179.0;10.0;1055.0
23;CE;2021;336.0;170;1949.0;251.0;2906.0;264.0;239.0;1779;3135.0;299.0;215.0;2973;1768.0;3471.0;36.0;3205.0
22;PI;2021;68.0;28;371.0;79.0;611.0;38.0;2881.0;343;695.0;53.0;66.0;558;312.0;766.0;13.0;664.0
21;MA;2021;131.0;47;943.0;215.0;1644.0;71.0;975.0;896;1868.0;110.0;197.0;1447;736.0;1999.0;18.0;1754.0
17;TO;2021;39.0;12;211.0;70.0;333.0;14.0;178.0;199;401.0;22.0;57.0;253;135.0;441.0;13.0;355.0
16;AP;2021;19.0;8;313.0;10.0;428.0;11.0;98.0;305;443.0;18.0;10.0;314;217.0;462.0;0.0;446.0
15;PA;2021;208.0;87;1453.0;169.0;2425.0;100.0;641.0;1366;2627.0;185.0;152.0;1939;1106.0;2847.0;17.0;2611.0
14;RR;2021;20.0;11;116.0;64.0;181.0;7.0;1260.0;105;238.0;12.0;56.0;105;58.0;258.0;8.0;193.0
13;AM;2021;135.0;60;1051.0;161.0;1505.0;73.0;1833.0;991;1679.0;111.0;137.0;1272;813.0;1816.0;24.0;1616.0
12;AC;2021;28.0;10;94.0;20.0;158.0;6.0;112.0;84;176.0;26.0;18.0;118;67.0;205.0;2.0;184.0
52;GO;2021;145.0;48;909.0;380.0;1304.0;51.0;2709.0;860;1664.0;95.0;333.0;1012;604.0;1812.0;47.0;1401.0
51;MT;2021;81.0;25;373.0;210.0;610.0;30.0;887.0;348;806.0;62.0;191.0;529;261.0;888.0;19.0;672.0
53;DF;2021;46.0;8;168.0;87.0;277.0;15.0;1376.0;160;355.0;27.0;69.0;193;112.0;401.0;18.0;304.0
52;GO;1979;;18;;;;;;125;;;;163;;;;
51;MT;1979;;0;;;;;;4;;;;2;;;;
50;MS;1979;;6;;;;;;52;;;;62;;;;
43;RS;1979;;20;;;;;;226;;;;193;;;;
42;SC;1979;;5;;;;;;70;;;;79;;;;
41;PR;1979;;38;;;;;;276;;;;379;;;;
35;SP;1979;;135;;;;;;1061;;;;570;;;;
33;RJ;1979;;69;;;;;;1203;;;;1726;;;;
32;ES;1979;;11;;;;;;93;;;;82;;;;
31;MG;1979;;73;;;;;;404;;;;435;;;;
29;BA;1979;;17;;;;;;114;;;;116;;;;
28;SE;1979;;4;;;;;;21;;;;22;;;;
27;AL;1979;;6;;;;;;104;;;;131;;;;
26;PE;1979;;41;;;;;;346;;;;297;;;;
25;PB;1979;;12;;;;;;74;;;;71;;;;
24;RN;1979;;6;;;;;;40;;;;46;;;;
23;CE;1979;;17;;;;;;128;;;;85;;;;
22;PI;1979;;4;;;;;;12;;;;7;;;;
21;MA;1979;;5;;;;;;30;;;;34;;;;
17;TO;1979;;0;;;;;;0;;;;0;;;;
16;AP;1979;;1;;;;;;7;;;;5;;;;
15;PA;1979;;19;;;;;;127;;;;117;;;;
14;RR;1979;;1;;;;;;2;;;;2;;;;
13;AM;1979;;4;;;;;;80;;;;55;;;;
12;AC;1979;;0;;;;;;14;;;;13;;;;
11;RO;1979;;3;;;;;;35;;;;50;;;;
53;DF;1979;;4;;;;;;49;;;;28;;;;
35;SP;1980;;171;;;;;;1678;;;;699;;;;
11;RO;1980;;4;;;;;;39;;;;67;;;;
12;AC;1980;;2;;;;;;14;;;;12;;;;
13;AM;1980;;9;;;;;;64;;;;46;;;;
14;RR;1980;;2;;;;;;3;;;;0;;;;
15;PA;1980;;19;;;;;;143;;;;169;;;;
16;AP;1980;;0;;;;;;6;;;;2;;;;
17;TO;1980;;0;;;;;;0;;;;0;;;;
21;MA;1980;;7;;;;;;34;;;;29;;;;
22;PI;1980;;3;;;;;;25;;;;6;;;;
23;CE;1980;;11;;;;;;181;;;;159;;;;
24;RN;1980;;5;;;;;;75;;;;77;;;;
25;PB;1980;;13;;;;;;106;;;;127;;;;
26;PE;1980;;55;;;;;;446;;;;613;;;;
27;AL;1980;;19;;;;;;112;;;;148;;;;
28;SE;1980;;6;;;;;;26;;;;30;;;;
29;BA;1980;;18;;;;;;112;;;;139;;;;
31;MG;1980;;51;;;;;;444;;;;466;;;;
32;ES;1980;;16;;;;;;113;;;;122;;;;
33;RJ;1980;;104;;;;;;1531;;;;2093;;;;
41;PR;1980;;35;;;;;;291;;;;367;;;;
42;SC;1980;;11;;;;;;103;;;;119;;;;
43;RS;1980;;23;;;;;;268;;;;227;;;;
50;MS;1980;;10;;;;;;77;;;;118;;;;
51;MT;1980;;1;;;;;;12;;;;22;;;;
52;GO;1980;;28;;;;;;155;;;;226;;;;
53;DF;1980;;7;;;;;;67;;;;21;;;;
53;DF;1981;;11;;;;;;71;;;;81;;;;
22;PI;1981;;3;;;;;;25;;;;23;;;;
23;CE;1981;;23;;;;;;194;;;;187;;;;
24;RN;1981;;10;;;;;;67;;;;80;;;;
25;PB;1981;;13;;;;;;114;;;;133;;;;
26;PE;1981;;69;;;;;;567;;;;758;;;;
27;AL;1981;;27;;;;;;121;;;;190;;;;
28;SE;1981;;3;;;;;;32;;;;36;;;;
29;BA;1981;;15;;;;;;113;;;;124;;;;
31;MG;1981;;72;;;;;;410;;;;374;;;;
32;ES;1981;;28;;;;;;149;;;;130;;;;
33;RJ;1981;;79;;;;;;1247;;;;1774;;;;
35;SP;1981;;176;;;;;;2166;;;;958;;;;
41;PR;1981;;37;;;;;;323;;;;451;;;;
42;SC;1981;;10;;;;;;103;;;;105;;;;
43;RS;1981;;29;;;;;;298;;;;237;;;;
50;MS;1981;;14;;;;;;81;;;;147;;;;
51;MT;1981;;7;;;;;;33;;;;38;;;;
52;GO;1981;;28;;;;;;211;;;;268;;;;
12;AC;1981;;1;;;;;;13;;;;8;;;;
13;AM;1981;;7;;;;;;73;;;;52;;;;
14;RR;1981;;3;;;;;;8;;;;2;;;;
15;PA;1981;;25;;;;;;144;;;;171;;;;
11;RO;1981;;7;;;;;;39;;;;67;;;;
16;AP;1981;;2;;;;;;9;;;;4;;;;
17;TO;1981;;0;;;;;;0;;;;0;;;;
21;MA;1981;;6;;;;;;58;;;;54;;;;
26;PE;1982;;49;;;;;;601;;;;788;;;;
53;DF;1982;;6;;;;;;98;;;;101;;;;
52;GO;1982;;29;;;;;;211;;;;226;;;;
51;MT;1982;;2;;;;;;17;;;;24;;;;
50;MS;1982;;12;;;;;;93;;;;154;;;;
43;RS;1982;;30;;;;;;305;;;;256;;;;
42;SC;1982;;14;;;;;;83;;;;86;;;;
41;PR;1982;;50;;;;;;404;;;;488;;;;
35;SP;1982;;177;;;;;;2076;;;;926;;;;
33;RJ;1982;;70;;;;;;1088;;;;1575;;;;
32;ES;1982;;12;;;;;;138;;;;114;;;;
31;MG;1982;;61;;;;;;395;;;;346;;;;
29;BA;1982;;36;;;;;;164;;;;211;;;;
28;SE;1982;;6;;;;;;35;;;;34;;;;
27;AL;1982;;15;;;;;;152;;;;185;;;;
25;PB;1982;;16;;;;;;100;;;;112;;;;
24;RN;1982;;5;;;;;;85;;;;108;;;;
23;CE;1982;;14;;;;;;200;;;;149;;;;
22;PI;1982;;4;;;;;;32;;;;28;;;;
21;MA;1982;;2;;;;;;60;;;;62;;;;
17;TO;1982;;0;;;;;;0;;;;0;;;;
16;AP;1982;;1;;;;;;9;;;;8;;;;
15;PA;1982;;16;;;;;;150;;;;176;;;;
14;RR;1982;;2;;;;;;10;;;;1;;;;
13;AM;1982;;8;;;;;;68;;;;58;;;;
12;AC;1982;;2;;;;;;16;;;;18;;;;
11;RO;1982;;11;;;;;;26;;;;79;;;;
25;PB;1983;;16;;;;;;137;;;;120;;;;
52;GO;1983;;34;;;;;;216;;;;239;;;;
53;DF;1983;;12;;;;;;90;;;;93;;;;
51;MT;1983;;4;;;;;;41;;;;51;;;;
50;MS;1983;;11;;;;;;101;;;;137;;;;
43;RS;1983;;21;;;;;;293;;;;253;;;;
42;SC;1983;;23;;;;;;102;;;;121;;;;
41;PR;1983;;36;;;;;;398;;;;550;;;;
35;SP;1983;;254;;;;;;2916;;;;1317;;;;
33;RJ;1983;;70;;;;;;874;;;;859;;;;
32;ES;1983;;20;;;;;;135;;;;118;;;;
31;MG;1983;;61;;;;;;319;;;;339;;;;
29;BA;1983;;20;;;;;;126;;;;154;;;;
28;SE;1983;;5;;;;;;34;;;;42;;;;
27;AL;1983;;24;;;;;;203;;;;267;;;;
26;PE;1983;;90;;;;;;699;;;;965;;;;
24;RN;1983;;7;;;;;;62;;;;88;;;;
23;CE;1983;;22;;;;;;263;;;;217;;;;
22;PI;1983;;0;;;;;;38;;;;37;;;;
21;MA;1983;;5;;;;;;53;;;;56;;;;
17;TO;1983;;0;;;;;;0;;;;0;;;;
16;AP;1983;;4;;;;;;19;;;;12;;;;
15;PA;1983;;34;;;;;;211;;;;240;;;;
14;RR;1983;;1;;;;;;8;;;;2;;;;
13;AM;1983;;6;;;;;;84;;;;60;;;;
12;AC;1983;;3;;;;;;16;;;;12;;;;
11;RO;1983;;7;;;;;;42;;;;64;;;;
12;AC;1984;;3;;;;;;13;;;;13;;;;
13;AM;1984;;10;;;;;;110;;;;83;;;;
14;RR;1984;;1;;;;;;9;;;;0;;;;
15;PA;1984;;24;;;;;;212;;;;296;;;;
16;AP;1984;;3;;;;;;14;;;;12;;;;
17;TO;1984;;0;;;;;;0;;;;0;;;;
21;MA;1984;;6;;;;;;62;;;;84;;;;
22;PI;1984;;4;;;;;;34;;;;36;;;;
23;CE;1984;;16;;;;;;274;;;;196;;;;
24;RN;1984;;3;;;;;;62;;;;67;;;;
25;PB;1984;;10;;;;;;135;;;;147;;;;
26;PE;1984;;66;;;;;;801;;;;1154;;;;
27;AL;1984;;18;;;;;;185;;;;304;;;;
52;GO;1984;;28;;;;;;176;;;;241;;;;
28;SE;1984;;2;;;;;;16;;;;23;;;;
29;BA;1984;;28;;;;;;186;;;;248;;;;
31;MG;1984;;69;;;;;;379;;;;437;;;;
32;ES;1984;;21;;;;;;143;;;;151;;;;
33;RJ;1984;;85;;;;;;1145;;;;1315;;;;
35;SP;1984;;274;;;;;;3789;;;;1864;;;;
41;PR;1984;;48;;;;;;429;;;;473;;;;
42;SC;1984;;12;;;;;;102;;;;120;;;;
43;RS;1984;;37;;;;;;305;;;;258;;;;
50;MS;1984;;20;;;;;;126;;;;177;;;;
51;MT;1984;;6;;;;;;57;;;;68;;;;
53;DF;1984;;9;;;;;;77;;;;74;;;;
11;RO;1984;;5;;;;;;80;;;;106;;;;
13;AM;1985;;9;;;;;;84;;;;85;;;;
21;MA;1985;;7;;;;;;45;;;;74;;;;
22;PI;1985;;4;;;;;;22;;;;23;;;;
23;CE;1985;;20;;;;;;221;;;;163;;;;
24;RN;1985;;5;;;;;;62;;;;68;;;;
25;PB;1985;;21;;;;;;160;;;;140;;;;
26;PE;1985;;77;;;;;;930;;;;1310;;;;
27;AL;1985;;34;;;;;;173;;;;281;;;;
28;SE;1985;;5;;;;;;22;;;;33;;;;
29;BA;1985;;27;;;;;;216;;;;254;;;;
31;MG;1985;;66;;;;;;384;;;;382;;;;
32;ES;1985;;18;;;;;;168;;;;209;;;;
33;RJ;1985;;78;;;;;;1277;;;;1460;;;;
35;SP;1985;;279;;;;;;3883;;;;2010;;;;
41;PR;1985;;46;;;;;;338;;;;440;;;;
42;SC;1985;;16;;;;;;103;;;;116;;;;
43;RS;1985;;37;;;;;;283;;;;219;;;;
50;MS;1985;;9;;;;;;92;;;;123;;;;
51;MT;1985;;17;;;;;;81;;;;118;;;;
52;GO;1985;;33;;;;;;187;;;;211;;;;
53;DF;1985;;12;;;;;;131;;;;150;;;;
17;TO;1985;;0;;;;;;0;;;;0;;;;
16;AP;1985;;2;;;;;;16;;;;15;;;;
15;PA;1985;;16;;;;;;200;;;;265;;;;
14;RR;1985;;0;;;;;;3;;;;3;;;;
12;AC;1985;;2;;;;;;27;;;;23;;;;
11;RO;1985;;13;;;;;;104;;;;174;;;;
53;DF;1986;;16;;;;;;121;;;;148;;;;
52;GO;1986;;32;;;;;;203;;;;285;;;;
16;AP;1986;;2;;;;;;15;;;;7;;;;
15;PA;1986;;28;;;;;;226;;;;301;;;;
14;RR;1986;;1;;;;;;8;;;;3;;;;
13;AM;1986;;5;;;;;;89;;;;75;;;;
12;AC;1986;;2;;;;;;24;;;;25;;;;
11;RO;1986;;11;;;;;;133;;;;216;;;;
51;MT;1986;;15;;;;;;110;;;;172;;;;
50;MS;1986;;16;;;;;;111;;;;136;;;;
43;RS;1986;;31;;;;;;321;;;;309;;;;
42;SC;1986;;5;;;;;;100;;;;105;;;;
41;PR;1986;;36;;;;;;377;;;;396;;;;
35;SP;1986;;277;;;;;;4070;;;;2126;;;;
33;RJ;1986;;90;;;;;;1243;;;;1399;;;;
32;ES;1986;;22;;;;;;192;;;;205;;;;
31;MG;1986;;54;;;;;;378;;;;379;;;;
29;BA;1986;;28;;;;;;206;;;;284;;;;
28;SE;1986;;5;;;;;;22;;;;33;;;;
27;AL;1986;;19;;;;;;197;;;;282;;;;
26;PE;1986;;64;;;;;;966;;;;1400;;;;
25;PB;1986;;29;;;;;;179;;;;195;;;;
24;RN;1986;;1;;;;;;39;;;;49;;;;
23;CE;1986;;27;;;;;;230;;;;143;;;;
22;PI;1986;;2;;;;;;31;;;;26;;;;
21;MA;1986;;8;;;;;;107;;;;104;;;;
17;TO;1986;;0;;;;;;0;;;;0;;;;
27;AL;1987;;29;;;;;;213;;;;274;;;;
11;RO;1987;;14;;;;;;148;;;;218;;;;
12;AC;1987;;9;;;;;;42;;;;51;;;;
13;AM;1987;;9;;;;;;103;;;;101;;;;
14;RR;1987;;2;;;;;;3;;;;0;;;;
15;PA;1987;;22;;;;;;196;;;;310;;;;
16;AP;1987;;4;;;;;;9;;;;9;;;;
17;TO;1987;;0;;;;;;0;;;;0;;;;
21;MA;1987;;5;;;;;;110;;;;116;;;;
22;PI;1987;;1;;;;;;33;;;;29;;;;
23;CE;1987;;14;;;;;;186;;;;141;;;;
24;RN;1987;;5;;;;;;55;;;;81;;;;
25;PB;1987;;21;;;;;;149;;;;149;;;;
26;PE;1987;;65;;;;;;1045;;;;1482;;;;
28;SE;1987;;1;;;;;;23;;;;22;;;;
29;BA;1987;;21;;;;;;258;;;;294;;;;
31;MG;1987;;56;;;;;;378;;;;340;;;;
32;ES;1987;;21;;;;;;206;;;;232;;;;
33;RJ;1987;;96;;;;;;1977;;;;2680;;;;
35;SP;1987;;287;;;;;;4357;;;;2379;;;;
41;PR;1987;;46;;;;;;354;;;;450;;;;
42;SC;1987;;15;;;;;;117;;;;151;;;;
43;RS;1987;;34;;;;;;347;;;;335;;;;
50;MS;1987;;12;;;;;;97;;;;173;;;;
51;MT;1987;;14;;;;;;124;;;;185;;;;
52;GO;1987;;42;;;;;;236;;;;304;;;;
53;DF;1987;;19;;;;;;155;;;;211;;;;
25;PB;1988;;25;;;;;;155;;;;156;;;;
11;RO;1988;;21;;;;;;144;;;;210;;;;
12;AC;1988;;3;;;;;;31;;;;43;;;;
13;AM;1988;;15;;;;;;110;;;;106;;;;
14;RR;1988;;5;;;;;;21;;;;2;;;;
15;PA;1988;;25;;;;;;237;;;;337;;;;
16;AP;1988;;0;;;;;;12;;;;5;;;;
17;TO;1988;;0;;;;;;0;;;;0;;;;
21;MA;1988;;7;;;;;;122;;;;141;;;;
22;PI;1988;;4;;;;;;49;;;;38;;;;
23;CE;1988;;16;;;;;;228;;;;175;;;;
24;RN;1988;;8;;;;;;82;;;;91;;;;
26;PE;1988;;62;;;;;;1046;;;;1510;;;;
27;AL;1988;;24;;;;;;281;;;;342;;;;
28;SE;1988;;2;;;;;;25;;;;31;;;;
29;BA;1988;;35;;;;;;390;;;;429;;;;
31;MG;1988;;60;;;;;;388;;;;347;;;;
32;ES;1988;;32;;;;;;266;;;;265;;;;
33;RJ;1988;;91;;;;;;1528;;;;2028;;;;
35;SP;1988;;277;;;;;;4048;;;;2438;;;;
41;PR;1988;;51;;;;;;410;;;;455;;;;
42;SC;1988;;17;;;;;;115;;;;155;;;;
43;RS;1988;;45;;;;;;501;;;;510;;;;
50;MS;1988;;12;;;;;;113;;;;172;;;;
51;MT;1988;;9;;;;;;138;;;;188;;;;
52;GO;1988;;41;;;;;;285;;;;400;;;;
53;DF;1988;;11;;;;;;160;;;;161;;;;
